rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S106,32,32,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,35,35,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,39,39,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,40,40,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,41,41,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,42,42,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,43,43,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,44,44,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,45,45,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,79,79,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,86,86,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,88,88,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,102,102,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,110,110,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,127,127,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,129,129,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,137,137,MODULAR,Replace this use of System.out by a logger.,null,
