rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S106,32,32,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,36,36,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,46,46,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,50,50,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,60,60,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,64,64,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,73,73,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,77,77,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,79,79,MODULAR,Replace this use of System.out by a logger.,null,
