rule key,start line,end line,severity,message,type
java:S117,68,68,IDENTIFIABLE,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,null,
java:S117,69,69,IDENTIFIABLE,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,null,
java:S117,70,70,IDENTIFIABLE,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,null,
java:S117,71,71,IDENTIFIABLE,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,null,
java:S117,72,72,IDENTIFIABLE,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,null,
java:S117,73,73,IDENTIFIABLE,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,null,
java:S117,74,74,IDENTIFIABLE,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,null,
java:S117,75,75,IDENTIFIABLE,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,null,
java:S117,76,76,IDENTIFIABLE,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,null,
java:S117,77,77,IDENTIFIABLE,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,null,
java:S117,78,78,IDENTIFIABLE,Rename this local variable to match the regular expression '^[a-z][a-zA-Z0-9]*$'.,null,
java:S1104,6,6,MODULAR,Make adjacencies a static final constant or non-public and provide accessors if needed.,null,
java:S1104,7,7,MODULAR,Make minDistance a static final constant or non-public and provide accessors if needed.,null,
java:S1104,8,8,MODULAR,Make previous a static final constant or non-public and provide accessors if needed.,null,
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S2293,32,32,CLEAR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),null,
java:S2293,57,57,CLEAR,Replace the type specification in this constructor call with the diamond operator ("<>"). (sonar.java.source not set. Assuming 7 or greater.),null,
java:S1210,11,11,COMPLETE,Override "equals(Object obj)" to comply with the contract of the "compareTo(T o)" method.,null,
java:S106,95,95,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,97,97,MODULAR,Replace this use of System.out by a logger.,null,
