rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S106,69,69,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,70,70,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,71,71,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,73,73,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,74,74,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,75,75,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,77,77,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,78,78,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,79,79,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,84,84,MODULAR,Replace this use of System.out by a logger.,null,
