rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S106,13,13,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,17,17,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,19,19,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,29,29,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,33,33,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,37,37,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,50,50,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,61,61,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,63,63,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,65,65,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,71,71,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,75,75,MODULAR,Replace this use of System.err by a logger.,null,
java:S106,80,80,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,83,83,MODULAR,Replace this use of System.out by a logger.,null,
