snippet_id,Gemini,stackoverflow,chatgpt,chatgpt2025,deepseek
2,,java:S3740,,,
3,,java:S1192,,,
4,,,,,
5,,,,,
6,,,,,
7,,,,,
8,java:S1192,,,,
9,,,,,
10,,,java:S1117,,
11,"java:S112,java:S4719",java:S4719,,java:S112,java:S112
12,java:S1192,,,,
13,,,,,
14,,,,,
15,,,,,
16,java:S1192,,,java:S1161,java:S1161
17,,,,,
18,,,,,
19,,,,,
20,,,,,
21,,,,,
22,,,,,
23,java:S3740,,,,
24,,,,,
25,java:S1192,,,,
26,,java:S1192,,,
27,,,,,
28,,,,java:S1141,
29,,java:S1161,,java:S1161,java:S1161
30,,,,,
31,,,,,
32,,,,,java:S1700
33,,java:S3740,,,
34,,,,,
35,,,,,
36,,,,,
37,,,,,
38,,,,,
39,,java:S3252,java:S3252,,java:S1192
40,,,,,
41,,,,,
42,,,,,
43,,,,java:S1161,java:S1161
44,,,,,
45,,,,,
46,java:S2209,java:S2440,java:S2440,,
47,,,,,
48,,java:S3740,,,
49,,,,,
50,,,,,
51,java:S1192,,,java:S1192,java:S1192
52,,,,"java:S1161,java:S2387",java:S2387
53,,,,,
54,,,,,
55,,,,,
56,,,,java:S1192,java:S1192
57,,java:S3740,,,
58,,,,,
59,,,,,
60,,,,,
61,,,,,
62,,,,,
63,java:S1192,,,java:S1192,
64,,java:S3740,,,
65,,,,,
66,,java:S3740,,,
67,,,,,
68,,,,,
69,,,,,
70,,,,,
71,,,,,
72,,,,,
73,,,,,
74,,,,,
75,,java:S3740,,,
76,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
81,,,,,
82,,,,,
83,,java:S3740,,,
84,,,,,
85,,,,,
86,,,,,
87,java:S1192,,,,
88,,java:S1444,,,
89,,,,,
90,,,,,
91,,,,,
92,,,,,
93,java:S1192,,,,
94,,"java:S3740,java:S4977",java:S1161,,
95,,,,,
96,,,,,
97,java:S112,"java:S1192,java:S4719",,,
98,,,,,
99,,,,,
100,,,java:S1192,,
101,,,,,
102,,,,,
103,,,,,
104,,,,,
105,,,,,
106,,,,,
107,,,,,
108,,,,,
109,,,,,
110,,,,,
111,,,,,
112,,,,,
113,,,,,
114,,,,,
115,java:S1192,java:S6213,,,
116,,,,,
117,,,,,
118,java:S1192,,,,
119,,java:S1444,,,
120,,,,,
121,,java:S4719,,,
122,,,,,
123,,,,,
124,java:S6353,java:S6353,,,
125,,,,,
126,,,,,
127,,,,,
128,,java:S3740,,,
129,java:S3252,java:S3252,java:S3252,java:S3252,java:S3252
130,,,,,
131,,,,,
132,,,,,
