rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S1854,15,15,LOGICAL,Remove this useless assignment to local variable "longStr".,null,
java:S1854,12,12,LOGICAL,Remove this useless assignment to local variable "floatStr".,null,
java:S1854,9,9,LOGICAL,Remove this useless assignment to local variable "boolStr".,null,
java:S1854,8,8,LOGICAL,Remove this useless assignment to local variable "doubleStr".,null,
java:S1854,7,7,LOGICAL,Remove this useless assignment to local variable "intStr".,null,
java:S1481,7,7,CLEAR,Remove this unused "intStr" local variable.,null,
java:S1481,8,8,CLEAR,Remove this unused "doubleStr" local variable.,null,
java:S1481,9,9,CLEAR,Remove this unused "boolStr" local variable.,null,
java:S1481,12,12,CLEAR,Remove this unused "floatStr" local variable.,null,
java:S1481,15,15,CLEAR,Remove this unused "longStr" local variable.,null,
