rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S106,19,19,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,28,28,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,32,32,MODULAR,Replace this use of System.err by a logger.,null,
java:S2142,59,59,COMPLETE,Either re-interrupt this method or rethrow the "InterruptedException" that can be caught here.,null,
java:S106,46,46,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,47,47,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,53,53,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,58,58,MODULAR,Replace this use of System.err by a logger.,null,
java:S106,60,60,MODULAR,Replace this use of System.out by a logger.,null,
java:S1172,64,64,CLEAR,Remove this unused method parameter "dirPath".,null,
java:S106,80,80,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,83,83,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,86,86,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,89,89,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,100,100,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,103,103,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,107,107,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,111,111,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,114,114,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,117,117,MODULAR,Replace this use of System.err by a logger.,null,
