rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S106,10,10,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,15,15,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,17,17,MODULAR,Replace this use of System.err by a logger.,null,
java:S106,19,19,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,22,22,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,25,25,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,27,27,MODULAR,Replace this use of System.err by a logger.,null,
java:S106,30,30,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,33,33,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,35,35,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,37,37,MODULAR,Replace this use of System.err by a logger.,null,
java:S106,41,41,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,44,44,MODULAR,Replace this use of System.out by a logger.,null,
