rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S106,15,15,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,16,16,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,17,17,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,18,18,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,19,19,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,27,27,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,28,28,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,29,29,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,30,30,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,31,31,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,34,34,MODULAR,Replace this use of System.err by a logger.,null,
java:S106,42,42,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,43,43,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,44,44,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,45,45,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,46,46,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,49,49,MODULAR,Replace this use of System.err by a logger.,null,
