rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S1149,35,35,CONVENTIONAL,Replace the synchronized class "Vector" by an unsynchronized one such as "ArrayList" or "LinkedList".,null,
java:S6437,19,19,TRUSTWORTHY,Revoke and change this password, as it is compromised.,null,
java:S106,24,24,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,42,42,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,52,52,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,63,63,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,75,75,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,85,85,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,86,86,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,87,87,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,96,96,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,107,107,MODULAR,Replace this use of System.out by a logger.,null,
