rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S106,33,33,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,45,45,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,47,47,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,61,61,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,63,63,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,76,76,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,87,87,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,98,98,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,108,108,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,118,118,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,128,128,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,134,134,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,138,138,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,142,142,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,146,146,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,151,151,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,154,154,MODULAR,Replace this use of System.out by a logger.,null,
