rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S1854,21,21,LOGICAL,Remove this useless assignment to local variable "arrayListSupplier".,null,
java:S1854,18,18,LOGICAL,Remove this useless assignment to local variable "length".,null,
java:S1854,15,15,LOGICAL,Remove this useless assignment to local variable "size".,null,
java:S1854,14,14,LOGICAL,Remove this useless assignment to local variable "list".,null,
java:S1854,11,11,LOGICAL,Remove this useless assignment to local variable "parseInt".,null,
java:S4276,11,11,EFFICIENT,Refactor this code to use the more specialised Functional Interface 'ToIntFunction<String>',null,
java:S1481,11,11,CLEAR,Remove this unused "parseInt" local variable.,null,
java:S1481,14,14,CLEAR,Remove this unused "list" local variable.,null,
java:S4276,15,15,EFFICIENT,Refactor this code to use the more specialised Functional Interface 'ToIntFunction<List>',null,
java:S1481,15,15,CLEAR,Remove this unused "size" local variable.,null,
java:S4276,18,18,EFFICIENT,Refactor this code to use the more specialised Functional Interface 'ToIntFunction<String>',null,
java:S1481,18,18,CLEAR,Remove this unused "length" local variable.,null,
java:S1481,21,21,CLEAR,Remove this unused "arrayListSupplier" local variable.,null,
