rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S106,15,15,MODULAR,Replace this use of System.err by a logger.,null,
java:S106,22,22,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,36,36,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,44,44,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,45,45,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,48,48,MODULAR,Replace this use of System.err by a logger.,null,
java:S106,51,51,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,71,71,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,85,85,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,96,96,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,98,98,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,100,100,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,106,106,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,112,112,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,116,116,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,120,120,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,124,124,MODULAR,Replace this use of System.err by a logger.,null,
java:S106,127,127,MODULAR,Replace this use of System.out by a logger.,null,
