rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S106,22,22,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,28,28,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,30,30,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,38,38,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,40,40,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,47,47,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,53,53,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,59,59,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,64,64,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,70,70,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,76,76,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,82,82,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,86,86,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,90,90,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,94,94,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,99,99,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,102,102,MODULAR,Replace this use of System.out by a logger.,null,
