rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S1192,37,37,DISTINCT,Define a constant instead of duplicating this literal "-------------" 4 times.,null,
java:S106,30,30,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,33,33,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,37,37,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,38,38,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,39,39,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,40,40,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,41,41,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,42,42,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,43,43,MODULAR,Replace this use of System.out by a logger.,null,
java:S1126,69,69,CLEAR,Replace this if-then-else statement by a single return statement.,null,
java:S106,80,80,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,87,87,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,89,89,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,103,103,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,111,111,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,128,128,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,130,130,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,138,138,MODULAR,Replace this use of System.out by a logger.,null,
