rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S106,31,31,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,35,35,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,40,40,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,49,49,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,61,61,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,65,65,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,75,75,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,79,79,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,81,81,MODULAR,Replace this use of System.out by a logger.,null,
