id	URL	number files	keyword	merged at	developer description	code before	code after	human label
1	https://github.com/wso2/carbon-identity-framework/pull/6167	1	readability	2024-12-02 05:19:29	Rename variable for readability	 for (ExternalClaim claim : externalClaimsInDB) {             if (claim.getClaimURI().equals(claimURI)) {	for (ExternalClaim externalClaimInDB : externalClaimsInDB) {             if (externalClaimInDB.getClaimURI().equals(externalClaimURI)) {	Improve Naming
2	https://github.com/datastax/jvector/pull/388	3	readability	2025-01-23 21:41:25	Change variable names to improve readability	var efConstructionGrid = List.of(100);	var searchDepthConstructionGrid = List.of(100);	Improve Naming
3	https://github.com/elastic/elasticsearch/pull/74386	5	readability	2021-06-22 10:56:10	Rename a few variables for readability	private volatile State indexState;	private volatile State state;	Improve Naming
4	https://github.com/apache/rocketmq/pull/8183	1	readability	2024-05-23 12:15:20	Modify variable names to enhance readability	String group = commandLine.getOptionValue('g');	String subGroup = commandLine.getOptionValue('g');	Improve Naming
5	https://github.com/GoogleCloudPlatform/opentelemetry-operations-java/pull/233	2	readability	2023-04-18 17:53:41	Rename method & variables for better readability	private void recordPoint(MetricData metric, PointData point, Point builtPoint) {	private void recordPointInTimeSeries(MetricData metric, PointData point, Point builtPoint) {	Improve Naming
6	https://github.com/open-telemetry/opentelemetry-java-examples/pull/527	1	readability	2024-11-14 23:57:53	Rename variable for improved readability	unusedInstrumentType -> 100);	instrumentType -> 100);	Improve Naming
7	https://github.com/NRG948/NRGRobot2025/pull/163	2	readability	2025-03-01 18:39:01	Improves swerve variable naming for better readability.	SwerveModuleParameters swerveModule,	SwerveModuleParameters moduleParams,	Improve Naming
8	https://github.com/grpc/grpc-java/pull/11886	3	readability	2025-02-11 01:14:07	Improve variable names	Map<FilterChain, AtomicReference<ServerRoutingConfig>> filterChainRouting = new HashMap<>();	ImmutableMap.Builder<FilterChain, AtomicReference<ServerRoutingConfig>> routingConfigs = ImmutableMap.builder();	Improve Naming
9	https://github.com/quarkus-qe/quarkus-test-suite/pull/492	10	readability	2022-01-21 11:42:11	Rename some customer cases test names in order to improve readability	public void correctContentType() {	public void ensureContentTypeIsCaseInsensitive() {	Improve Naming
10	https://github.com/zowe/api-layer/pull/726	4	readability	2020-06-25 11:36:19	rename CORS related tests for improved readability	class GatewayCorsTest extends AcceptanceTestWithBasePath {	class GatewaySpecificEndpointsCorsDisabledTest extends AcceptanceTestWithBasePath {	Improve Naming
11	https://github.com/firebase/firebase-android-sdk/pull/5761	9	readability	2024-03-06 16:24:23	Rename field for better readability	public abstract String getCookieOverride();	  public abstract String getPseudonymousId();	Improve Naming
12	https://github.com/mfvanek/pg-index-health/pull/31	13	readability	2020-02-10 06:34:35	Renamed some members for better readability.	Set<PgConnection> getConnectionsToReplicas();	Set<PgConnection> getConnectionsToAllHostsInCluster();	Improve Naming
13	https://github.com/quarkus-qe/quarkus-test-suite/pull/493	9	readability	2022-01-21 14:42:11	Rename some customer cases test names in order to improve readability	public void correctContentType() {	 public void ensureContentTypeIsCaseInsensitive() {	Improve Naming
14	https://github.com/kolmafia/kolmafia/pull/1506	5	readability	2023-02-07 14:46:39	Rename `checkEffectConstraints` to what it does	public static boolean checkEffectConstraints(int effectId) {	public static boolean cannotGainEffect(int effectId) {	Improve Naming
15	https://github.com/microsoft/typespec/pull/6679	1	readability	2025-03-26 02:48:50	Renaming ProxyMethodMapper::createCustomHeaderMethod to createNoCustomHeaderMethod	final ProxyMethod customHeaderProxyMethod	final ProxyMethod noCustomHeaderMethod	Improve Naming
16	https://github.com/hyperledger/besu/pull/8507	1	readability	2025-04-02 07:32:01	renaming method in test to help readability	private List<AccessListEntry> createAccessList() {	private List<AccessListEntry> generateRandomAccessList() {	Improve Naming
17	https://github.com/FormidableLabs/react-native-app-auth/pull/899	1	readability	2023-09-06 14:58:27	Improve readability of method arguments be renaming `headers` argument to `customHeaders`	final ReadableMap headers,	final ReadableMap customHeaders,	Improve Naming
18	https://github.com/hyperledger/besu/pull/4566	32	readability	2022-11-02 10:38:23	Rename method AbstractPendingTransactionsSorter::signalInvalidTransaction to better express its semantic	.signalInvalidTransaction(transaction)	.signalInvalidAndGetDependentTransactions(transaction)	Improve Naming
19	https://github.com/firebase/firebase-android-sdk/pull/4518	3	readability	2023-01-04 19:39:58	The latch's name made it seem like it was a mock	CountDownLatch mockConnectionLatch = new CountDownLatch(1);	CountDownLatch countDownLatch = new CountDownLatch(1);	Improve Naming
20	https://github.com/RumbleDB/rumble/pull/486	4	readability	2020-02-27 15:31:56	ForClauseLocalToRowClosure is renamed to ForClausedLocalTupleToRowClosure (clarity for additions to coming with RumbleML)	public class ForClauseLocalToRowClosure implements Function<Item, Row> {	public class ForClauseLocalTupleToRowClosure implements Function<Item, Row> {	Improve Naming
21	https://github.com/Consensys/linea-tracer/pull/354	1	readability	2023-12-01 06:04:03	readability fixes method name	 initTraceService();	getTraceService();	Improve Naming
22	https://github.com/runelite/runelite/pull/2714	2	readability	2018-05-19 17:44:21	Rename 2 methods for clarity	public void onRemoveFriend(RemovedFriend removedFriend)	        public void onRemoveFriend(RemovedFriend event)	Improve Naming
23	https://github.com/dita-ot/dita-ot/pull/3300	5	readability	2019-05-11 14:29:32	Change `file` key on `param` to `path` because the value may be either a file or a directory path.	public URI file;	            public URI path;	Improve Naming
24	https://github.com/siddhi-io/siddhi/pull/852	14	readability	2018-07-02 11:11:46	- `PostStateProcessor#setNextEveryStatePerProcessor` -> `PostStateProcessor#setNextEveryStatePreProcessor`  - `StreamPostStateProcessor#nextStatePerProcessor` -> `StreamPostStateProcessor#nextStatePreProcessor`  - `StreamPostStateProcessor#nextEveryStatePerProcessor` -> `StreamPostStateProcessor#nextEveryStatePreProcessor`	void setNextStatePreProcessor(PreStateProcessor nextStatePerProcessor);	    void setNextStatePreProcessor(PreStateProcessor nextStatePreProcessor);	Improve Naming
25	https://github.com/prestodb/presto/pull/18313	18	readability	2022-09-12 14:55:52	Removed dir abbreviation and replaced with directory	Path dataDir = 	Path dataDirectory =	Improve Naming
26	https://github.com/apache/hive/pull/5107	32	readability	2024-03-06 09:40:52	use underscore for better readability	NEWTABLEDEFAULTPARA	NEW_TABLE_DEFAULT_PARA	Improve Naming
27	https://github.com/apache/hive/pull/4919	344	readability	2024-01-03 11:13:25	use underscore for better readability	CLIPROMPT	CLI_PROMPT	Improve Naming
28	https://github.com/alibaba/nacos/pull/9108	7	readability	2022-09-07 08:24:22	Rename DefaultClientConfig > DefaultGrpcClientConfig	DefaultClientConfig 	DefaultGrpcClientConfig 	Improve Naming
29	https://github.com/EternalCodeTeam/DiscordOfficer/pull/106	25	readability	2023-08-21 22:40:17	Follow reviewers suggestions	private final boolean isPassed;	    private final boolean passed;	Improve Naming
30	https://github.com/microsoft/typespec/pull/6497	13	readability	2025-03-21 04:55:47	rename AsyncResponseTypeFactory to ResponseTypeFactory	final class AsyncResponseTypeFactory {	final class ResponseTypeFactory {	Improve Naming
31	https://github.com/apache/accumulo/pull/1271	1	easier to read	2019-07-16 19:01:08	Rename codecClazz to codecClazzProp to make it clearer 	CompressionCodec createNewCodec(final String codecClazz, final String defaultClazz,	 CompressionCodec createNewCodec(final String codecClazzProp, final String defaultClazz,	Improve Naming
32	https://github.com/apache/accumulo/pull/188	26	clarity	2016-11-29 14:26:11	Replace meaningless method names	private static Key nk(String row, String cf, String cq, String cv, long ts) {	private static Key newKey(String row, String cf, String cq, String cv, long ts) {	Improve Naming
33	https://github.com/farin/JCloisterZone/pull/240	26	readability	2017-08-29 07:56:10	Minor code changes and renames	Array<Cloister> oppositeCloiters = cloisters.filter(c -> c.isShrine() ^ cloister.isShrine());	 Array<Cloister> oppositeCloisters = cloisters.filter(c -> c.isShrine() ^ cloister.isShrine());	Improve Naming
34	https://github.com/elastic/elasticsearch/pull/59951	34	understandability	2020-07-21 12:27:58	Rename binary_soft_classification evaluation to outlier_detection	public class BinarySoftClassification implements Evaluation {	public class OutlierDetection implements Evaluation {	Improve Naming
35	https://github.com/MovingBlocks/Terasology/pull/4132	8	readability	2020-08-29 07:29:27	rename RelevanceSystem's methods	relevanceSystem.updateRelevanceEntity(entity, JomlUtil.from(chunkDistance));	relevanceSystem.updateRelevanceEntityDistance(entity, JomlUtil.from(chunkDistance));	Improve Naming
36	https://github.com/apache/jena/pull/1171	4	clarity	2022-01-23 22:38:29	Renaming and tidy up to increase clarity.	private static StringBuilder format(StringBuilder result, List <Param> parameters) {	 private static StringBuilder formatEncodeHTTP(StringBuilder result, List <Param> parameters) {	Improve Naming
37	https://github.com/netty/netty/pull/9538	1	clarity	2019-09-05 07:12:17	Also rename the method to better describe what it's for.	private void remove0(AbstractChannelHandlerContext ctx) {	private synchronized void atomicRemoveFromHandlerList(AbstractChannelHandlerContext ctx) {	Improve Naming
38	https://github.com/gradle/gradle/pull/14636	7	\N	2020-09-29 14:19:15	Renamed DependendencySubstitutions.hasRules to .rulesMayAddProjectDependency,since this better reflects the method intent	public boolean hasRules() {	    public boolean rulesMayAddProjectDependency() {	Improve Naming
39	https://github.com/gradle/gradle/pull/22047	21	\N	2022-09-20 11:13:50	Rename UnitOfWork.loadRestoredOutput() to loadAlreadyProducedOutput()	public Object loadRestoredOutput(File workspace) {	public Object loadRestoredOutput(File workspace) {	Improve Naming
40	https://github.com/apache/accumulo/pull/2381	2	readability	2021-12-13 14:17:36	Renamed variable names to enhance readability.	List<Text> endRows = _listSplits(tableName);	final List<Text> existingSplits = _listSplits(tableName);	Improve Naming
41	https://github.com/apache/accumulo/pull/793	5	readability	2018-12-12 22:57:50	Rename method to maxDurability	static Durability chooseDurability(Durability dur1, Durability dur2) {	  static Durability maxDurability(Durability dur1, Durability dur2) {	Improve Naming
42	https://github.com/hazelcast/hazelcast/pull/21413	4	clarity	2022-05-13 13:54:50	Rename method and classes for better clarity	private final ReentrantLock lock = new ReentrantLock();	    private final ReentrantLock clusterServiceLock = new ReentrantLock();	Improve Naming
