rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S1854,7,7,LOGICAL,Remove this useless assignment to local variable "session".,null,
java:S1854,16,16,LOGICAL,Remove this useless assignment to local variable "lastAccessedTime".,null,
java:S1854,15,15,LOGICAL,Remove this useless assignment to local variable "creationTime".,null,
java:S1854,14,14,LOGICAL,Remove this useless assignment to local variable "sessionId".,null,
java:S1854,20,20,LOGICAL,Remove this useless assignment to local variable "username".,null,
java:S1481,7,7,CLEAR,Remove this unused "session" local variable.,null,
java:S1481,14,14,CLEAR,Remove this unused "sessionId" local variable.,null,
java:S1481,15,15,CLEAR,Remove this unused "creationTime" local variable.,null,
java:S1481,16,16,CLEAR,Remove this unused "lastAccessedTime" local variable.,null,
java:S1481,20,20,CLEAR,Remove this unused "username" local variable.,null,
