rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S1149,37,37,CONVENTIONAL,Replace the synchronized class "Vector" by an unsynchronized one such as "ArrayList" or "LinkedList".,null,
java:S6437,22,22,TRUSTWORTHY,Revoke and change this password, as it is compromised.,null,
java:S106,27,27,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,43,43,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,52,52,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,61,61,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,72,72,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,81,81,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,82,82,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,83,83,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,92,92,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,106,106,MODULAR,Replace this use of System.out by a logger.,null,
