rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S1149,31,31,CONVENTIONAL,Replace the synchronized class "Vector" by an unsynchronized one such as "ArrayList" or "LinkedList".,null,
java:S6437,17,17,TRUSTWORTHY,Revoke and change this password, as it is compromised.,null,
java:S106,21,21,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,37,37,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,46,46,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,55,55,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,65,65,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,73,73,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,74,74,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,75,75,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,82,82,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,95,95,MODULAR,Replace this use of System.out by a logger.,null,
