rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S4143,13,13,CLEAR,Verify this is the key that was intended; it was already set before.,null,
java:S106,15,15,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,18,18,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,21,21,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,24,24,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,27,27,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,30,30,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,33,33,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,35,35,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,37,37,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,40,40,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,42,42,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,45,45,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,47,47,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,51,51,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,54,54,MODULAR,Replace this use of System.out by a logger.,null,
