rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S106,31,31,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,34,34,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,38,38,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,39,39,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,40,40,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,41,41,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,42,42,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,43,43,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,44,44,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,78,78,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,85,85,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,87,87,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,101,101,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,109,109,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,126,126,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,128,128,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,136,136,MODULAR,Replace this use of System.out by a logger.,null,
