rule key,start line,end line,severity,message,type
java:S1220,null,null,MODULAR,Move this file to a named package.,null,
java:S106,82,82,MODULAR,Replace this use of System.err by a logger.,null,
java:S106,84,84,MODULAR,Replace this use of System.err by a logger.,null,
java:S106,90,90,MODULAR,Replace this use of System.err by a logger.,null,
java:S106,109,109,MODULAR,Replace this use of System.err by a logger.,null,
java:S1130,120,120,CLEAR,Remove the declaration of thrown exception 'java.io.IOException', as it cannot be thrown from method's body.,null,
java:S106,153,153,MODULAR,Replace this use of System.err by a logger.,null,
java:S106,172,172,MODULAR,Replace this use of System.err by a logger.,null,
java:S106,180,180,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,186,186,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,188,188,MODULAR,Replace this use of System.err by a logger.,null,
java:S2142,281,281,COMPLETE,Either re-interrupt this method or rethrow the "InterruptedException" that can be caught here.,null,
java:S106,206,206,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,213,213,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,218,218,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,225,225,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,231,231,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,240,240,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,241,241,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,248,248,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,253,253,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,259,259,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,264,264,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,269,269,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,274,274,MODULAR,Replace this use of System.out by a logger.,null,
java:S106,279,279,MODULAR,Replace this use of System.out by a logger.,null,
